Commodity,Category,Unit,State,District,Market,Date,Year,Month,Season,Arrival_Qty,Min_Price,Max_Price,Modal_Price
Banana,Fruit,Dozen,Gujarat,Ahmedabad,Ahmedabad,6/28/2023,2023,6,Kharif,729.3,34.73,38.49,36.91
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,1/18/2025,2025,1,Rabi,655.86,153.7,161.23,157.85
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,1/10/2022,2022,1,Rabi,408.41,27.56,31.51,29.13
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,8/5/2025,2025,8,Kharif,697.58,14.48,15.9,15.62
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,2/17/2020,2020,2,Rabi,693.01,49.43,55.6,52.13
Cotton,Fiber,Quintal,Karnataka,Belagavi,Belagavi,9/14/2021,2021,9,Kharif,379.62,6316.77,7170.3,6743.96
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,10/13/2024,2024,10,Rabi,803.39,1727.64,1993.6,1860.28
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,1/16/2020,2020,1,Rabi,109.84,2830.44,2944.56,2887.15
Tomato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,7/30/2024,2024,7,Kharif,606.01,29.52,33.74,31.53
Brinjal,Vegetable,Kg,Punjab,Amritsar,Amritsar,10/20/2022,2022,10,Rabi,273.21,45.42,50.05,47.26
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/7/2021,2021,4,Zaid,65.18,29.8,33.46,31.5
Rice,Grain,Quintal,Gujarat,Rajkot,Rajkot,3/9/2023,2023,3,Rabi,341.54,1742.66,1993.17,1868.27
Mango,Fruit,Kg,Punjab,Amritsar,Amritsar,1/25/2022,2022,1,Rabi,47.97,146.18,160.51,153.05
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,4/10/2021,2021,4,Zaid,486.13,2403.86,2488.09,2445.64
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,9/18/2020,2020,9,Kharif,409.02,1762.53,1829.68,1796.25
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/5/2021,2021,1,Rabi,126.66,2484.21,2707.76,2596.06
Potato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,2/9/2022,2022,2,Rabi,385.36,31.12,34.38,32.64
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,11/2/2021,2021,11,Rabi,323.3,21.78,24.13,23.17
Rice,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,12/9/2021,2021,12,Rabi,192.51,2788.6,3131.74,2960.36
Brinjal,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,1/17/2020,2020,1,Rabi,65.43,23.17,24.9,23.87
Tomato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,7/15/2024,2024,7,Kharif,569.85,15.12,17.12,16.15
Maize,Grain,Quintal,Punjab,Ludhiana,Ludhiana,5/25/2024,2024,5,Zaid,561.82,1610.29,1734.62,1672.1
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,7/13/2021,2021,7,Kharif,871.63,2169.85,2392.1,2280.95
Cabbage,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,1/23/2024,2024,1,Rabi,688.31,16.43,18.58,17.02
Brinjal,Vegetable,Kg,West Bengal,Purba Medinipur,Panskura,6/11/2020,2020,6,Kharif,537.5,44.56,49.22,46.73
Onion,Vegetable,Kg,Karnataka,Mysuru,Mysuru,6/27/2020,2020,6,Kharif,826.61,13.15,14.57,14.33
Brinjal,Vegetable,Kg,Karnataka,Mysuru,Mysuru,10/2/2023,2023,10,Rabi,369.11,36.28,40.04,37.71
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,12/3/2024,2024,12,Rabi,813.85,19.51,21.44,20.39
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/16/2025,2025,1,Rabi,849.3,1959.87,2079.14,2019.96
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,5/16/2022,2022,5,Zaid,126.72,1825.4,2035.07,1930.61
Mango,Fruit,Kg,West Bengal,Hooghly,Arambagh,10/14/2023,2023,10,Rabi,761.33,161.88,171.09,166.05
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,11/21/2024,2024,11,Rabi,603.47,8155,9132.8,8644.02
Banana,Fruit,Dozen,Maharashtra,Nagpur,Nagpur,7/8/2022,2022,7,Kharif,622.62,41.87,47.24,44.78
Milk,Dairy,Litre,Karnataka,Belagavi,Belagavi,6/29/2022,2022,6,Kharif,692.43,35.58,39.89,37.74
Mustard Oil,Oil,Litre,Uttar Pradesh,Varanasi,Varanasi,1/9/2025,2025,1,Rabi,234.39,138.1,154.06,146.34
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,2/10/2023,2023,2,Rabi,108,11.25,12.55,11.96
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,5/30/2021,2021,5,Zaid,82.76,39.63,42.61,41.12
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,1/8/2024,2024,1,Rabi,621.52,2395.64,2496.31,2445.95
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,2/13/2021,2021,2,Rabi,463.45,7627.41,8414.65,8021.3
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,12/22/2021,2021,12,Rabi,662.77,32.7,36.23,34.62
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,7/13/2025,2025,7,Kharif,817.91,2074.19,2140.09,2107.29
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,7/17/2023,2023,7,Kharif,685.61,94.53,103.32,98.96
Rice,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,6/4/2021,2021,6,Kharif,939.56,2499.03,2727.79,2613.75
Milk,Dairy,Litre,Maharashtra,Pune,Pune,4/10/2022,2022,4,Zaid,766.01,62.23,68.71,65.39
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,2/2/2021,2021,2,Rabi,605.98,2468.21,2514.37,2490.98
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,2/2/2024,2024,2,Rabi,548.88,85.06,98.12,91.56
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,1/22/2025,2025,1,Rabi,93.81,6462.23,7008.14,6735.3
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,8/21/2025,2025,8,Kharif,66.61,24.63,26.8,25.93
Wheat,Grain,Quintal,Maharashtra,Pune,Pune,7/24/2025,2025,7,Kharif,768.32,2686.66,2846.12,2766.52
Brinjal,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,9/10/2020,2020,9,Kharif,498.97,23.27,25.77,24.8
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,5/21/2023,2023,5,Zaid,896.22,23.99,27.19,25.24
Maize,Grain,Quintal,Maharashtra,Nagpur,Nagpur,8/8/2025,2025,8,Kharif,849.89,1499.62,1714.74,1607.47
Potato,Vegetable,Kg,Maharashtra,Pune,Pune,6/21/2025,2025,6,Kharif,364.47,19.08,20.88,19.66
Mustard Oil,Oil,Litre,Gujarat,Rajkot,Rajkot,9/8/2021,2021,9,Kharif,545.22,189.8,217.09,203.89
Onion,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,11/1/2024,2024,11,Rabi,757.19,22.73,24.92,23.68
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,12/31/2022,2022,12,Rabi,879.32,127.8,147.08,137.38
Wheat,Grain,Quintal,Uttar Pradesh,Kanpur,Kanpur,7/13/2020,2020,7,Kharif,628.73,2515.42,2673.51,2594.77
Milk,Dairy,Litre,Uttar Pradesh,Varanasi,Varanasi,10/3/2024,2024,10,Rabi,495.42,50.74,54.02,52.26
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,6/6/2020,2020,6,Kharif,801.36,2629.44,2841.7,2735.98
Onion,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,10/10/2020,2020,10,Rabi,574.39,67.63,75.24,71.25
Wheat,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,3/21/2024,2024,3,Rabi,932.05,2144.05,2439.68,2291.5
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,2/18/2024,2024,2,Rabi,106.79,1443.8,1606.28,1524.69
Mango,Fruit,Kg,Maharashtra,Pune,Pune,8/14/2023,2023,8,Kharif,385.62,83.62,88.87,86.52
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,10/19/2021,2021,10,Rabi,178.91,114.47,130.07,122.56
Onion,Vegetable,Kg,Karnataka,Belagavi,Belagavi,2/2/2023,2023,2,Rabi,150.19,34.56,38.48,36.78
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,7/13/2025,2025,7,Kharif,561.63,63.3,67.68,65.39
Mustard,Oilseed,Quintal,Uttar Pradesh,Kanpur,Kanpur,1/16/2023,2023,1,Rabi,418.78,6768.34,7514.12,7140.85
Cabbage,Vegetable,Kg,Maharashtra,Pune,Pune,7/6/2024,2024,7,Kharif,117.66,21.99,23.19,22.31
Wheat,Grain,Quintal,Maharashtra,Pune,Pune,12/29/2024,2024,12,Rabi,377.31,2650.67,2860.64,2755.33
Mustard,Oilseed,Quintal,Uttar Pradesh,Kanpur,Kanpur,11/17/2020,2020,11,Rabi,854.21,5671.07,6004.83,5837.93
Brinjal,Vegetable,Kg,Maharashtra,Pune,Pune,1/6/2024,2024,1,Rabi,329.54,14.21,15.89,15.35
Rice,Grain,Quintal,West Bengal,Purba Medinipur,Panskura,3/20/2022,2022,3,Rabi,451.4,2340.47,2483.73,2411.72
Mango,Fruit,Kg,Uttar Pradesh,Varanasi,Varanasi,4/3/2024,2024,4,Zaid,485.48,59.71,62.92,61.06
Mustard,Oilseed,Quintal,Gujarat,Rajkot,Rajkot,10/29/2024,2024,10,Rabi,723.58,4831.8,5278.96,5055.67
Mango,Fruit,Kg,Uttar Pradesh,Kanpur,Kanpur,7/13/2023,2023,7,Kharif,440.91,84.45,86.88,85.36
Milk,Dairy,Litre,West Bengal,Nadia,Krishnanagar,9/23/2025,2025,9,Kharif,508.61,42.6,47.8,45.58
Onion,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,9/29/2023,2023,9,Kharif,444.35,40.95,45.23,43.09
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,12/23/2025,2025,12,Rabi,30.85,27.97,30.52,29.11
Milk,Dairy,Litre,Gujarat,Rajkot,Rajkot,2/10/2022,2022,2,Rabi,935.6,32.77,37.45,34.81
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,6/3/2025,2025,6,Kharif,809.91,28.01,29.88,28.89
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,11/7/2021,2021,11,Rabi,750.36,39.29,42.66,40.74
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,6/7/2023,2023,6,Kharif,497.3,14.83,16.54,16.05
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,2/5/2023,2023,2,Rabi,451.37,20.58,22.9,21.74
Cotton,Fiber,Quintal,Uttar Pradesh,Varanasi,Varanasi,4/22/2025,2025,4,Zaid,743.33,7593.67,8352.09,7972.46
Cabbage,Vegetable,Kg,Maharashtra,Pune,Pune,6/29/2025,2025,6,Kharif,572.72,24.76,26.84,25.52
Mustard Oil,Oil,Litre,Karnataka,Belagavi,Belagavi,3/13/2022,2022,3,Rabi,874.62,209.26,231.33,219.94
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,6/25/2021,2021,6,Kharif,463.07,90.39,97.97,94.11
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,8/1/2020,2020,8,Kharif,414.13,13.47,14.61,13.95
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,9/20/2022,2022,9,Kharif,448.34,38.19,42.56,40.77
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,1/15/2025,2025,1,Rabi,188.56,85.96,89.4,87.97
Mustard Oil,Oil,Litre,Maharashtra,Nashik,Lasalgaon,9/6/2024,2024,9,Kharif,379.05,158.73,175.93,167.64
Potato,Vegetable,Kg,Maharashtra,Nashik,Lasalgaon,10/18/2025,2025,10,Rabi,407.05,27.96,29.73,28.72
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,12/25/2020,2020,12,Rabi,254.73,24.96,28.83,27.02
Wheat,Grain,Quintal,Uttar Pradesh,Varanasi,Varanasi,8/2/2020,2020,8,Kharif,643.31,2441.57,2666.84,2554.05
Cotton,Fiber,Quintal,Maharashtra,Pune,Pune,10/21/2021,2021,10,Rabi,308.29,6205.52,7177.65,6691.59
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,5/25/2025,2025,5,Zaid,672,8071.29,8862.33,8467.03
Milk,Dairy,Litre,West Bengal,Purba Medinipur,Panskura,6/6/2020,2020,6,Kharif,214.06,39.66,45.3,42.92
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,12/30/2021,2021,12,Rabi,262.25,25.45,27.32,26.56
Mango,Fruit,Kg,Karnataka,Mysuru,Mysuru,7/4/2024,2024,7,Kharif,533.86,75.15,83.31,79.4
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,11/12/2021,2021,11,Rabi,25.2,1989.78,2178.3,2083.92
Wheat,Grain,Quintal,Maharashtra,Pune,Pune,9/24/2024,2024,9,Kharif,914.2,1605.62,1719.48,1662.39
Cotton,Fiber,Quintal,Punjab,Ludhiana,Ludhiana,6/22/2022,2022,6,Kharif,783.29,7171.57,8002.45,7586.64
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,8/16/2021,2021,8,Kharif,147.29,6645.7,7224.75,6935.26
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,1/8/2021,2021,1,Rabi,143.88,12.2,13.75,12.63
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,2/8/2022,2022,2,Rabi,717.75,21.12,23.32,22.15
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,7/20/2020,2020,7,Kharif,284.27,97.47,106.61,102.15
Banana,Fruit,Dozen,Gujarat,Rajkot,Rajkot,10/31/2020,2020,10,Rabi,56.8,25.8,29.34,27.91
Maize,Grain,Quintal,Punjab,Amritsar,Amritsar,11/4/2025,2025,11,Rabi,935.49,2531.72,2773.69,2653.1
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,5/17/2021,2021,5,Zaid,196.87,30.93,33.37,32.04
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,10/3/2022,2022,10,Rabi,916.55,2187.56,2479.82,2333.84
Banana,Fruit,Dozen,Uttar Pradesh,Kanpur,Kanpur,9/17/2022,2022,9,Kharif,71.3,84.38,90.8,87.84
Potato,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,8/21/2025,2025,8,Kharif,43.92,37.28,40.93,38.75
Rice,Grain,Quintal,Punjab,Ludhiana,Ludhiana,1/5/2024,2024,1,Rabi,81.03,1952.4,2236.12,2094.1
Tomato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,5/4/2025,2025,5,Zaid,125.7,30.2,32.96,31.29
Mustard,Oilseed,Quintal,Karnataka,Belagavi,Belagavi,10/29/2025,2025,10,Rabi,617.46,4164.86,4466.01,4315.19
Rice,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,11/6/2020,2020,11,Rabi,277.37,2923.21,3169.92,3046.86
Wheat,Grain,Quintal,Gujarat,Rajkot,Rajkot,4/13/2021,2021,4,Zaid,67.9,1835.96,2056.39,1946.13
Brinjal,Vegetable,Kg,Gujarat,Rajkot,Rajkot,9/10/2021,2021,9,Kharif,401.39,27.48,30.82,28.88
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,1/14/2025,2025,1,Rabi,408.89,159.92,167.47,164.05
Mustard Oil,Oil,Litre,Uttar Pradesh,Varanasi,Varanasi,6/4/2024,2024,6,Kharif,335.49,150.94,157.78,154.33
Potato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,10/30/2022,2022,10,Rabi,580.21,32.37,36.26,34.63
Cotton,Fiber,Quintal,Karnataka,Mysuru,Mysuru,5/31/2022,2022,5,Zaid,165.69,7713.31,8491.29,8102.36
Maize,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,10/25/2020,2020,10,Rabi,555.11,2015.36,2208.52,2112.1
Mustard Oil,Oil,Litre,Uttar Pradesh,Kanpur,Kanpur,10/9/2021,2021,10,Rabi,750.09,189.7,208.55,198.9
Mustard,Oilseed,Quintal,Punjab,Ludhiana,Ludhiana,3/31/2022,2022,3,Rabi,79.51,4373.01,4720.75,4547.01
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,10/2/2025,2025,10,Rabi,297.74,95.92,102.82,99.22
Banana,Fruit,Dozen,Maharashtra,Nagpur,Nagpur,4/14/2020,2020,4,Zaid,546.42,102.39,113.25,107.47
Onion,Vegetable,Kg,West Bengal,Hooghly,Arambagh,10/8/2022,2022,10,Rabi,114.66,52.97,57.94,55.67
Cabbage,Vegetable,Kg,Karnataka,Belagavi,Belagavi,8/18/2024,2024,8,Kharif,373.55,13.62,14.96,14.26
Cabbage,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,11/19/2024,2024,11,Rabi,579.99,7.68,8.82,8.4
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,7/27/2024,2024,7,Kharif,744.25,30.64,32.98,31.91
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,8/12/2022,2022,8,Kharif,788.76,154.76,161.73,158.31
Mustard Oil,Oil,Litre,Maharashtra,Nagpur,Nagpur,5/24/2021,2021,5,Zaid,379.34,170.51,178.08,174.69
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/5/2024,2024,4,Zaid,771.27,17.82,19.2,18.85
Potato,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,8/4/2024,2024,8,Kharif,252.46,34.43,39.05,36.82
Banana,Fruit,Dozen,West Bengal,Purba Medinipur,Panskura,10/15/2023,2023,10,Rabi,67.44,64.8,73.34,68.62
Brinjal,Vegetable,Kg,Karnataka,Belagavi,Belagavi,4/18/2024,2024,4,Zaid,85.47,14.91,16.92,15.83
Brinjal,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,12/21/2024,2024,12,Rabi,204.87,15.02,16.76,15.7
Maize,Grain,Quintal,Gujarat,Rajkot,Rajkot,10/15/2021,2021,10,Rabi,256.37,2399.39,2728.5,2564.26
Mustard Oil,Oil,Litre,West Bengal,Purba Medinipur,Panskura,7/23/2024,2024,7,Kharif,662.69,140.21,151.37,145.91
Milk,Dairy,Litre,Maharashtra,Pune,Pune,4/12/2024,2024,4,Zaid,402.74,29.75,34.4,31.94
Rice,Grain,Quintal,Gujarat,Ahmedabad,Ahmedabad,3/4/2024,2024,3,Rabi,655.37,2407.33,2670.49,2538.93
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,11/5/2020,2020,11,Rabi,607.67,137.72,149.97,143.61
Mango,Fruit,Kg,Karnataka,Belagavi,Belagavi,6/3/2024,2024,6,Kharif,605.16,104.09,112.35,107.79
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,7/18/2022,2022,7,Kharif,531.17,13.55,15.46,14.01
Cotton,Fiber,Quintal,Uttar Pradesh,Kanpur,Kanpur,1/10/2023,2023,1,Rabi,267.73,5428.82,5922.39,5675.62
Potato,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,5/30/2020,2020,5,Zaid,711.16,18.97,21.74,20.05
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,2/9/2025,2025,2,Rabi,842.04,55.63,64.22,59.84
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,8/16/2023,2023,8,Kharif,484.49,117.39,128.06,123.16
Cabbage,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,2/26/2020,2020,2,Rabi,151.47,9.6,10.82,10.36
Onion,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,1/9/2022,2022,1,Rabi,822.15,46.2,50.08,47.99
Banana,Fruit,Dozen,Punjab,Ludhiana,Ludhiana,7/15/2024,2024,7,Kharif,436.49,87.05,90.4,89.01
Mustard,Oilseed,Quintal,Maharashtra,Nashik,Lasalgaon,11/26/2022,2022,11,Rabi,821.98,6383.24,6624.56,6503.67
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,2/27/2024,2024,2,Rabi,334.3,47.35,49.03,48.41
Potato,Vegetable,Kg,West Bengal,Hooghly,Arambagh,2/22/2024,2024,2,Rabi,766.08,32.58,36.54,34.58
Potato,Vegetable,Kg,Uttar Pradesh,Varanasi,Varanasi,9/14/2020,2020,9,Kharif,904.13,22.63,24.47,23.65
Onion,Vegetable,Kg,Maharashtra,Pune,Pune,4/4/2020,2020,4,Zaid,836.29,50.59,53.18,51.75
Banana,Fruit,Dozen,Maharashtra,Pune,Pune,6/9/2023,2023,6,Kharif,53.7,58.33,64.54,61
Banana,Fruit,Dozen,West Bengal,Hooghly,Arambagh,4/20/2021,2021,4,Zaid,855.48,31.63,34.65,33.52
Cotton,Fiber,Quintal,West Bengal,Nadia,Krishnanagar,6/18/2023,2023,6,Kharif,811.59,6380.09,7165.8,6773.1
Banana,Fruit,Dozen,Karnataka,Belagavi,Belagavi,3/2/2022,2022,3,Rabi,24.48,115.31,117.3,116.01
Banana,Fruit,Dozen,West Bengal,Nadia,Krishnanagar,8/13/2023,2023,8,Kharif,896.85,26.03,27.95,27.31
Cabbage,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,3/9/2022,2022,3,Rabi,85.22,8.62,9.86,9.09
Maize,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,8/27/2022,2022,8,Kharif,481.47,2016.12,2320.65,2168.64
Tomato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,12/16/2023,2023,12,Rabi,908.86,31.59,35.49,33.53
Rice,Grain,Quintal,Karnataka,Belagavi,Belagavi,12/1/2025,2025,12,Rabi,425.84,1987.14,2004.28,
Wheat,Grain,Quintal,Punjab,Ludhiana,Ludhiana,9/19/2025,2025,9,Kharif,398.33,1727.17,1965.85,1846.43
Brinjal,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,4/18/2023,2023,4,Zaid,101.41,43.72,50.01,47.19
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,7/17/2022,2022,7,Kharif,436.17,137.65,145.66,141.29
Banana,Fruit,Dozen,Punjab,Amritsar,Amritsar,5/25/2021,2021,5,Zaid,76.03,67.05,72.69,70.06
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,5/23/2024,2024,5,Zaid,898.73,67.97,72.64,70.22
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,1/12/2023,2023,1,Rabi,307.45,111.86,128.98,120.91
Mustard Oil,Oil,Litre,West Bengal,Nadia,Krishnanagar,8/17/2020,2020,8,Kharif,883.62,212.72,219.53,216.14
Tomato,Vegetable,Kg,Maharashtra,Nagpur,Nagpur,4/11/2023,2023,4,Zaid,563.16,26.54,29.19,27.99
Potato,Vegetable,Kg,Karnataka,Mysuru,Mysuru,6/3/2020,2020,6,Kharif,66.55,16.74,18.02,17.68
Wheat,Grain,Quintal,Karnataka,Mysuru,Mysuru,5/10/2024,2024,5,Zaid,902.96,1663.68,1804.06,1733.38
Rice,Grain,Quintal,Punjab,Amritsar,Amritsar,1/23/2025,2025,1,Rabi,595.09,3174.71,3453.61,3314.31
Milk,Dairy,Litre,Uttar Pradesh,Kanpur,Kanpur,1/8/2023,2023,1,Rabi,330.62,35.39,39.8,37.45
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,3/14/2020,2020,3,Rabi,137.33,24.24,25.76,24.66
Milk,Dairy,Litre,Karnataka,Mysuru,Mysuru,6/30/2025,2025,6,Kharif,99.35,57.6,60.71,58.87
Mustard Oil,Oil,Litre,Uttar Pradesh,Varanasi,Varanasi,4/23/2021,2021,4,Zaid,20.67,168.48,172.52,170.73
Cabbage,Vegetable,Kg,West Bengal,Nadia,Krishnanagar,7/22/2024,2024,7,Kharif,638.22,13.75,15.46,14.25
Mustard Oil,Oil,Litre,Punjab,Ludhiana,Ludhiana,8/19/2024,2024,8,Kharif,562.09,149.25,167.92,158.9
Brinjal,Vegetable,Kg,West Bengal,Hooghly,Arambagh,5/27/2022,2022,5,Zaid,88.12,40.93,47.74,44.04
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,3/20/2025,2025,3,Rabi,113.53,34.77,37.62,36.25
Onion,Vegetable,Kg,Punjab,Ludhiana,Ludhiana,4/26/2025,2025,4,Zaid,79.81,30,32.82,31.52
Wheat,Grain,Quintal,Punjab,Amritsar,Amritsar,8/29/2024,2024,8,Kharif,140.96,1690.95,1888.46,1789.74
Rice,Grain,Quintal,Maharashtra,Nashik,Lasalgaon,10/8/2020,2020,10,Rabi,157.22,2437.89,2569.85,2504.19
Onion,Vegetable,Kg,Punjab,Amritsar,Amritsar,3/11/2021,2021,3,Rabi,409.36,52.42,56.73,54.57
Banana,Fruit,Dozen,Uttar Pradesh,Varanasi,Varanasi,10/9/2020,2020,10,Rabi,511.32,31.46,36.28,33.68
Milk,Dairy,Litre,Punjab,Amritsar,Amritsar,2/13/2022,2022,2,Rabi,528.47,52.48,57.74,55.05
Tomato,Vegetable,Kg,Gujarat,Rajkot,Rajkot,9/21/2022,2022,9,Kharif,724.44,23.07,26.04,24.5
Onion,Vegetable,Kg,Gujarat,Rajkot,Rajkot,11/9/2022,2022,11,Rabi,502.59,28.34,30.43,29.05
Mustard Oil,Oil,Litre,Karnataka,Mysuru,Mysuru,4/2/2024,2024,4,Zaid,788.63,182.26,193.64,188.28
Maize,Grain,Quintal,West Bengal,Nadia,Krishnanagar,10/4/2020,2020,10,Rabi,530.04,2247.7,2530.75,2389.4
Onion,Vegetable,Kg,Gujarat,Ahmedabad,Ahmedabad,1/12/2023,2023,1,Rabi,890.62,22.97,25.87,24.75
Mango,Fruit,Kg,West Bengal,Purba Medinipur,Panskura,6/12/2020,2020,6,Kharif,44.08,127.65,136.89,132.16
Cotton,Fiber,Quintal,Gujarat,Rajkot,Rajkot,7/6/2020,2020,7,Kharif,686.71,7541.63,8207.44,7874.51
Milk,Dairy,Litre,West Bengal,Hooghly,Arambagh,8/10/2025,2025,8,Kharif,310.64,35.04,37.28,35.87
Mustard Oil,Oil,Litre,Gujarat,Ahmedabad,Ahmedabad,3/2/2025,2025,3,Rabi,183.13,210.15,226,218.36
Cotton,Fiber,Quintal,West Bengal,Purba Medinipur,Panskura,7/19/2022,2022,7,Kharif,196.21,5568.49,6011.77,5789.71
Onion,Vegetable,Kg,Uttar Pradesh,Kanpur,Kanpur,12/30/2021,2021,12,Rabi,666.53,42.13,46.45,44.66
Mango,Fruit,Kg,Gujarat,Rajkot,Rajkot,10/29/2022,2022,10,Rabi,602.97,61.1,64.95,62.92
Banana,Fruit,Dozen,Karnataka,Mysuru,Mysuru,9/2/2022,2022,9,Kharif,627.92,110.6,117.17,114.38
Wheat,Grain,Quintal,West Bengal,Hooghly,Arambagh,5/24/2024,2024,5,Zaid,504.9,1777.38,1972.28,1874.8
Rice,Grain,Quintal,West Bengal,Nadia,Krishnanagar,7/1/2025,2025,7,Kharif,850.5,1844.98,1989.64,1917.41
Mango,Fruit,Kg,Punjab,Ludhiana,Ludhiana,2/12/2025,2025,2,Rabi,327.63,123.72,142.88,133.16
